药材名称,药材类别,药材基原,药材别名,性味归经,功能主治
东北蛔蒿,中药,为菊科植物东北蛔蒿的花蕾。Seriphidium finitum (Ditag.) Ling et Y. R. Ling [Artemisia finita Kitag]。8-9月花蕾含苞欲放时采收，阴干。,参考原文,味辛；苦；性寒；有毒。,驱虫。主蛔虫病；蛲虫病
东北堇菜,中药,为堇菜科植物东北堇菜的全草。Viola mandshurica W.Bckr.[V.patrinii DC. EX ging. Var. macrantha Maxim.; V.taiwaniana Nakai;V.mandshurica W.Beck. Var. chiliata Nakai]。夏、秋季采收，洗净，鲜用或晒干。,堇堇菜;紫花地丁,味苦；性寒。,清热解毒；消肿排脓。主痈疽疔毒；目赤肿痛；咽喉肿痛；乳痈；黄疸；各种脓肿；淋巴结核；泄泻；痢疾
东北雷公藤,中药,为卫矛科植物东北雷公藤的根或全株。Tripterygium regelii Spragus et Takeda。全年均可采。,参考原文,苦；辛；凉；有毒。归肝；胆；脾经,祛风除湿；利水消肿；杀虫解毒。主类风湿性关节炎；膨胀水肿；黄疸；痞积；跌打损伤；瘰疬；疮疡肿痛；头癣；皮肤瘙痒；毒蛇咬伤
东北桤木,中药,为桦木科植物东北桤木的果实或树皮。Alnus mandshurica(Call.)Hand.-Mazz.［A.fruticosa Rupr.var.mandsurica Call.］。春、夏、秋季均可采剥树皮。,参考原文,苦；涩；性凉。,清热解毒；收敛固涩。主腹泻；外伤出血
东北溲疏,中药,为虎耳草科东北溲疏的树皮。,参考原文,辛；苦；寒。归肺经,祛风解表；宣肺止咳。主感冒，支气管炎
东北卫矛,中药,为卫矛科植物毛脉卫矛的带翅茎枝或根。Euonymus sacrosancta Koidz.［E.alatus Regel var.pubescens Maxim.］。全年均可采，割取枝条后，取其嫩枝，晒干。,毛腺卫矛;鬼箭羽;卫矛;四棱树;毛叶卫矛。,苦；寒。归肝；脾经,通经；消肿；止痛；杀虫。主症瘕结块；胸痹；经闭；月经不调；产后瘀阻腹痛；跌打损伤；关节肿痛；虫积腹痛
东北羊角芹,中药,为伞形科植物东北羊角芹的茎叶。Aegopodium alpestre Ledeb。夏季采收，鲜用或晒干。,参考原文,味苦；辛；性平。,祛风止痛。主流感；风湿痹痛；眩晕
东北延胡索,中药,为罂粟科植物东北延胡索或全叶延胡索的块茎。1.CorydalisambiguaCham.etSchlecht.［C.ambiguaCham.etSchlecht.var.amurensisMaxim.］2.CorydalisrepensMandl.etMuhld.［Pistolochiarepens（Mandl.etMuhld.）Sojak］。5-6月挖取块茎，去外皮，用开水煮至内部变黄，晒干。,延胡索;蓝花菜;蓝花豆。,辛；苦；温。归肝；胃经,活血；散瘀；理气；止痛。主心腹腰膝诸痛；痛经；月经不调；产后瘀滞腹痛；崩漏；瘤瘤；跌打损伤
东当归,中药,为伞形科植物东当归的根。Angelica acutiloba(Sieb.et Zucc.)Kitag.[Ligusticum acutilobum Sieb.et Zucc]。秋季采挖，去其须根、茎叶和杂质，置室内先用微火熏，然后晾干。,当归;延边当早归;朝鲜当归;大和当归;日本当归,味辛；甘；性温。,活血；调经止痛；润燥滑肠。主血虚证；月经不调；痛经；经闭；产后腹痛；肠燥便秘
东方荚果蕨,中药,为球子蕨科植物东方荚果蕨的根茎或茎叶。Matteuccia orientalis（Hook.）Trev.［Struthiopteris orientalis Hook.］。全年均可采收，洗净，晒干或鲜用。,大叶蕨;马来巴,苦；凉。,祛风；止血。主风湿痹痛；外伤出血
东方蝾螈,中药,为蝾螈科动物东方蝾螈的全体。Cynops orientalis (David)。夏、秋季捕捉，用酒闷死后，除去内脏，微火烘干。,四足鱼；四脚鱼；水龙,味甘；苦；性寒。归肺；心；脾经,消积化滞；清热解毒。主小儿疳积；烧烫伤；皮肤痒疹
东风菜,中药,为菊科植物东风菜和短冠东风菜的根茎及全草。1.Doellingeria scaber (Thunb.) Nees [ Asetr scaber Thubn.]2.Doellingeria marchandii (Levl.) Ling。秋季采挖根茎，夏、秋季采收全草，洗净，鲜用或晒干。,仙白草;仙蛤芦;盘龙草;白云草;尖叶山苦荬;山白菜;小叶青;菊花暗消;胃药;山蛤芦;雌雄剑;冷水丹;焮菜;野芋头;钻山狗;疙瘩药;草三七;土白前,味辛；甘；性微。,清热解毒；明目；利咽。主风热感冒；头痛目眩；目赤肿痛；咽喉红肿；急性肾火；肺病吐血；跌打损伤；痈肿疔疮；蛇咬伤
东风草,中药,为菊科植物东风草的全草。Blumea megacephala(Randeria)Chang et Tseng[B.riparia(Bl.)DC.var.megacephala Randeria;B.chinensis auct.non DC.]。夏、秋季采收，鲜用或切段晒干。,九里明;九里光;千里光;毛千里光;黄花地胆草;大头艾纳香,味苦；微辛；性凉。,清热明目；祛风止痒；解毒消肿。主目赤肿痛；翳膜遮睛；风疹；疥疮；皮肤瘙痒；痈肿疮疖；跌打红肿
东风螺,中药,为蛾螺科动物泥东风螺和方斑东风螺的肉。1.Babylonia lutosa(Lamarck)2.Babylonia oreolata(Lamarck)。10-12月间，用拖网采捕，捕得后，入沸水内，使壳与肉分开，取肉，鲜用。,甜螺;南风螺,味甘；咸；微寒。,止血；润燥。主鼻衄；大便燥结
东风螺壳,中药,为蛾螺科动物泥东风螺和方斑东风螺的壳。1.Babylonia lutosa(Lamarck)2.Babylonia oreolata(Lamarck)。东风螺捕得后，取壳洗净，晒干。,参考原文,味咸；性凉。,制酸止痛；清热解毒。主胃酸过多；胃及十二指肠溃疡；疥癣；烫伤
冬菇,中药,为白蘑科真菌冬菇的子实体。Flammulina velutips (Curt.ex Fr)Sing.[Agaricus velutipes Curt.；Collybia velutipes (Curt.ex Fr.)Quel.]。当菌柄长度达13-15cm、菌盖直径0.5-1.5cm时即可采收，采收后晒干备用。,构菌;金钱菌;毛脚金钱菌;冻菌;朴菰;冬蘑;金针菇;朗夏,甘；咸；性寒。,补肝；益肠胃；抗癌。主肝病；胃肠道炎症；溃疡；癌症。
冬瓜,中药;傣药,为葫芦科植物冬瓜的果实。Benincasa hispida(Thunb.) Cogn.[B. cerifera Savi]。夏末、秋初，果实成熟时采摘。,白瓜;水芝;白冬瓜;地芝;濮瓜;东瓜;枕瓜;麻巴闷烘（傣药名）,味甘；淡；性微寒。归肺；大小肠；膀胱经,利尿；清热；化痰；生津；解毒。主水肿胀满；淋病；脚气；痰喘；暑热烦闷；消渴；痈肿；痔漏；并解丹石毒；鱼毒；酒毒
冬瓜瓤,中药,为葫芦科植物冬瓜的果瓤。Benincasahispida(Thunb.)Cogn.采收和储藏：食用冬瓜时，收集瓜瓤鲜用。Benincasa hispida(Thunb.) Cogn。食用冬瓜时，收集瓜瓤鲜用。,冬瓜练,味甘；性平。归肺；胶胱经,清热止渴；利水消肿。主热病烦渴；消渴；淋证；水肿；痈肿
冬瓜藤,中药,为葫芦科植物冬瓜的藤茎。Benincasa hispida(Thunb.) Cogn。夏、秋季采收，鲜用或晒干【原形态】一年生蔓生或架生草本。,参考原文,味苦；性寒。归肺；肝经,清肺化痰；通经活络。主肺热咳痰；关节不利；脱肛；疮疥
冬瓜叶,中药,为葫芦科植物冬瓜的叶。Benincasa hispida (Thunb.) Cogn。夏季采取，阴干或鲜用。,参考原文,味苦；性凉。归肺；大肠经,清热；利湿；解毒。主消渴；暑湿泻痢；疟疾，疮毒；蜂蛰。
冬葵根,中药,为锦葵科植物野葵MalvaverticillataL.及冬葵MalvacrispaL.的根。1.Malva verticillata L.[M.pulchella Bernh.]2.Melva crispa L。夏、秋季采挖，洗净，鲜用或晒干。,葵根;土黄耆。,甘；寒。归脾；膀胱经,清热利水；解毒。主水肿；热淋；带下；乳痈；疳疮；蛇虫咬伤
冬葵叶,中药,为锦葵科植物野葵MalvaverticillataL.及冬葵MalvacrispaL.的嫩苗或叶。1.Malva verticillata L.[M.pulchella Bernh.]2.Melva crispa L。夏、秋季采收，鲜用。,冬葵苗叶;蓍葵叶;冬苋菜;芪菜巴巴叶;棋盘叶。,甘；寒。归肺；肝；胆经,清热；利湿；滑肠；通乳。主肺热咳嗽；咽喉肿痛；热毒下痢；湿热黄疸；二便不通；乳汁不下；疮疖痈肿；丹毒
冬葵子,中药;维吾尔药;藏药,为锦葵科植物野葵和冬葵的果实。1.Malva verticillata L.[M.pulchella Bernh.]2.Melva crispa L。春季种子成熟时采收。,葵子;葵菜子;忽八咱《回回药方三十六卷》;艾布土里胡巴孜;吐胡米古丽海日《明净词典》;胡巴孜（维吾尔药名）,甘；寒。归大肠；小肠；肝；肺；胃；膀胱经,利水通淋；滑肠通便；下乳。主淋病；水肿；大便不通；乳汗不行
冬里麻,中药,为荨麻科植物水麻的枝叶。Debregeasia orientalis C.J.Chen[D.edulis auct.non(Sieb.et Zucc .)Wedd.]。夏、秋季采收，鲜用或晒干。,红烟；柳梅；水麻根；水麻柳；水苏麻；大水麻；水麻秧,辛；微苦；性凉。,疏风止咳；清热透疹；化瘀止血。主外感咳嗽；咳血；小儿急惊风；麻疹不透；跌打伤肿；妇女腹中包块；外伤出血
冬里麻根,中药,为荨麻科植物水麻的根或根皮。Debregeasia orientalis C.J.Chen[D.edulis auct.non(Sieb.et Zucc .)Wedd.]。夏、秋季采收，洗净，鲜用或晒干。,水麻柳根,微苦；辛；性平。,祛风除湿；活血止痛；解毒消肿。主风湿痹痛；跌打伤肿；骨折；外伤出血；疮痈肿毒
冻绿刺,中药,为鼠李科植物圆叶鼠李的茎、叶、根皮。Rhamnus globosa Bunge[R.chlorophora Decne.]。夏、秋季采收，晒干。,鸭屎树;野苦楝子;洞皮树;山绿柴;黑鸟枝刺;黑旦子;偶栗子;冻绿;冻绿树;老鹳眼。,味苦；涩；寒。归肺；脾；胃；大肠经,杀虫消食；下气祛痰。主寸白虫；食积；瘰疬；哮喘
冻绿叶,中药,为鼠李科植物冻绿RhamnusutilisDecne.的叶。Rhamnus utilis Decne.[R.davarica auct.non Pall.]。夏末采收，鲜用或晒干。,黑午茶。,苦；凉。,止痛；消食。主跌打内伤；消化不良
冬青皮,中药,为冬青科植物冬青IlexpurpureaHassk.的树皮及根皮。Ilex purpurea Hassk.［I.chinensis Sims］。全年均可采，晒干或鲜用。,冬青木皮。,甘；苦；凉。归肝；脾经,凉血解毒；止血止带。主烫伤；月经过多；白带
冬青子,中药,为冬青科植物冬青IlexpurpureaHassk.的果实。Ilex purpurea Hassk.［I.chinensis Sims］。冬季果实成熟时采摘，晒干。,冬青实;冻青树子。,甘；苦；凉。归肝；肾经,补肝肾；去风湿；止血敛疮。主须发早白；风显痹痛；消化性溃疡出血；痔疮；溃疡不敛
东廧子,中药,为藜科植物沙蓬的种子。Agriophyllum squarrosum （L．）Moq.[A.arenarium Bieb.]。秋季果实成熟后打下种子，去掉杂质，晒干。,沙蓬米;沙米;登相干;登粟;吉刺儿,甘；性平。归肺；脾；胃经,健脾消食；发表解热；利水。主饮食积滞；噎膈反胃；感冒发烧；肾炎
东紫堇,中药,为罂粟科植物东紫堇的全草。Corydalis buschii Nakai［C.decumbens(non Pers.)Kom.］。春、夏季采收，洗净，晒干。,参考原文,辛；苦；温。归肝经,行气；活血；止痛。主头痛；胃肠痉挛痛；痛经
董棕粉,中药,为棕榈科植物短穗鱼尾葵的髓部加工后的淀粉。Caryota mitts Lour。全年均可采收，砍下树干，取出髓部捣碎，加水搅拌，滤除粗渣，将滤液放置沉淀，倾去上清液，取沉积物晒干。,参考原文,味甘；涩；性平。,健脾；止泻。主消化不良；腹痛腹泻；痢疾
豆瓣还阳,中药,为景天科植物山飘风的全草。Sedum major（Hemsl.）Migo［S.filipesauct.nonHemsl.］。夏、秋季拔取全草，除去泥土，洗净，晒干。,豆瓣菜;山飘香。,淡；凉。,清热解毒；活血止痛。主月经不调；痨伤腰痛；鼻衄；烧伤；跌打损伤；外伤出血；疖痈
豆瓣绿,中药,为胡椒科植物豆瓣绿或毛叶豆瓣的全草。1.Peperomia tetraphylla(Forst.f.)Hook.etArn.2.Peperomia tetraphylla (Forst.f.)Hook.et Arn var. sinensis (C.CD.)P.S.Chen et P.C.Zhu。夏秋采收，洗净，晒干或鲜用。,豆瓣鹿衔草;岩筋草;豆瓣如意草;瓜子鹿衔;瓜子细辛;石上开花;四块瓦;岩豆瓣;豆瓣草;圆叶瓜子菜;石还魂;岩花;石上瓦浆;一柱香;三年草。,辛；苦；微温。归肺；肝；脾经,舒筋活血；祛风除湿；化痰止咳。主风湿筋骨痛；跌打损伤；疮疖肿毒；咽喉炎；口腔炎；痢疾；水泻；宿食不消；小儿疳积；劳伤咳嗽；哮喘；百日咳
豆瓣七,中药,为荨麻科植物狭叶楼梯草的全草。Elatostema lineolatum Wight var.majus Wedd。夏、秋季采收，鲜用或晒干。,鱼公草;青鱼胆;冷青草;石寒公;万年青,苦；性寒。,活血通络；消肿止痛；清热解毒。主风湿痹痛；跌打损伤；骨折；外伤出血；痈疽肿痛
豆瓣香,中药,为木犀科植物山桂花的叶及皮。Osmanthus delavayi Franch.［Slphono-mantkus delavayi(Franch.)Stapf]。全年均可采，鲜用或晒干。,千年矮;豆瓣叶,甘；苦；性平。,法痰止咳；化瘀止血。主慢性气管炎；跌伤瘀痛；外伤出血
豆包菌,中药,为硬马勃科真菌彩色豆马勃的子实体。Pisolithus tinctorius (Pers.)Cokeret Couch [Lycoperdon capitatum Gmelin.;Scleroderma tinctori-um(Mich.)Pers.]。夏、秋季采收，去杂质，晒干。,酸酱菌;马屁包;色豆马勃;牛眼睛;豆苞菇;豆包,辛；性平。,止血；解毒消肿。主胃及食管出血，外伤出血，冻疮流水，流脓。
豆豉草,中药,为败酱科植物长序缬草的根或全草。Valeriana flaccidissima Maxim。夏、秋季采收，洗净，晒干【原形态】长序缬草大草本，高达1.5m。,通经草;岩参;蛇头细辛;疳积药;小蜘蛛香,味辛；甘；性平。,活血调经；祛风利湿；健脾消积。主月经不调；痛经闭；风湿痹痛；小便不利；小儿疳积；跌打伤痛；脉管炎
豆腐,中药,为豆科植物大豆Glycinemax(L.)Merr.种子的加工制成品。,参考原文,甘；凉。归脾；胃；大肠,泻火解毒；生津润燥；种中益气。主目专业人员肿痛；肺热咳嗽；消渴；休息痢；脾虚腹胀
豆腐泔水,中药,为压榨豆腐时沥下的淡乳白色水液。,豆腐泔。,淡；微苦；凉。归心；大肠经,通利二便；敛疮解毒。主大便秘结；小便淋涩；臁疮；鹅掌风；恶疮
豆腐浆,中药,为豆科植物大豆Glycinemax(L.)Merr.种子制成的浆汁。,腐浆;豆浆。,甘；平。归肺；大肠经,清肺化痰；润燥通便；利尿解毒。主虚劳咳嗽；痰火哮喘；肺痈；湿热黄疸；血崩；便血；大便秘结；小便淋浊；食物中毒
豆腐皮,中药,为豆腐浆煮沸后，浆面所凝结之薄膜。,豆腐衣。,甘；淡；平。归肺；脾；胃经,清热化痰；解毒止痒。主肺寒久嗽；自汗；脓疱疮
豆腐渣,中药,为制豆腐时，滤去浆汁后所剩下的渣滓。,雪花菜。,甘；微苦；平。归心；大肠经,解毒；凉血。主肠风便血；无名肿毒；疮疡湿烂；臁疮不愈
豆腐渣果,中药,为山龙眼科植物深绿山龙眼萝卜树的根、叶。Helicia nilagirica Bedd.［H.errat-icaHook.f.；H.erratia Hook.f.var.J.var.sinica W.T.Wang］。11月至次年7月，果实成热时采收，去纵横杂质，晒干。,参考原文,,止痛；安神。主头痛；失眠
豆腐渣果根,中药,为山龙眼科植物深绿山龙眼的根。Helicia nilagirica Bedd.［H.errat-icaHook.f.；H.erratia Hook.f.var.J.var.sinica W.T.Wang］。全年均可采收，鲜用或晒干。,参考原文,涩；性凉。,涩肠止泻；解毒。主肠炎；腹泻；食物中毒；蕈中毒
兜冠黄共享,中药,为唇形科植物盔状黄芩的全草。Scutellaria galerioulata L。夏、秋季采收，洗净，切段，鲜用或晒干。,参考原文,味苦；性寒。,清热解毒；利水通淋；活血散瘀。主热淋；血淋；肠痈；肝炎；癌肿；疮疡肿毒；跌打损伤；毒蛇咬伤
豆黄,中药,为豆科植物大豆Glycinemax（L.）Merr.的黑色种子蒸罨加工而成。,大豆黄。,甘；温。归脾；胃经,祛风除湿；健脾益气。主湿痹；关节疹痛；脾虚食少；胃脘妨闷；阴囊湿痒
豆角柴,中药,为豆科植物西南秔子梢的根。Campylotropis delavayi（Franch.）Schindl.[Lespedeza delavayi Franch.]。夏、秋季采收，挖取根部，洗净，切片，晒干。,西南秔子梢。,凉；辛；微苦。归肺经,疏风清热。主风热感冒；发热
都拉,中药,为川续断科植物西南囊苞花的根。Triplostegia glandulifera Wall.ex DC。春季发苗前，或秋后苗茎干枯后挖取根部，去掉茎苗，抖1净泥沙，晒干或鲜用。,都拉参;肚拉;土败酱;对对参;萝卜参;白都拉;鸡大腿;一支蒿;萝卜肚拉;土洋参;双香,味甘；微苦；性微温。归肺；脾；肾经,温肾益气；活血止血。主体虚头昏；虚劳久咳；脾虚食积；肾虚腰痛；带下；阳痿；不孕；风湿性心脏病；外伤出血
豆列当,中药,为列当科植物豆列当的全草。Mannagettaea labiata H. Smith。夏、秋季采收，晒干。,参考原文,,消肿解毒；止泻。主痈肿疮毒；无名肿毒；泄泻
豆麻,中药,为荨麻科植物葡萄叶艾麻带根的全株。Laportea violacea Gagnep.［L.vitifolia Hand.-Mazz.］。夏、秋季采集，洗净，晒干。,麻风草;广西艾麻,辛；性温。,祛风除湿；和胃化浊。主风湿痹痛；肢体麻本；胸闷脘痞；腹痛吐泻
都咸子,中药,为漆树科植物鸡腰果的果实。Anacardium occidentale L。夏、秋季果实时采收，除去假果，留取核果，晒干，炒熟备用。,都咸树;檟如树;心果树。,甘；平。归肺经,润肺止咳；止渴；除烦。主咳逆；心烦；口渴
